Response_ID,Item_ID,Section,Score
R021,PERF07,Organizational Performance,5
R021,PERF08,Organizational Performance,5
R021,PERF09,Organizational Performance,4
R021,PERF10,Organizational Performance,4
R021,PERF11,Organizational Performance,4
R021,REL01,Relationship Assessment,4
R021,REL02,Relationship Assessment,4
R021,REL03,Relationship Assessment,4
R021,REL04,Relationship Assessment,5
R021,REL05,Relationship Assessment,4
R021,REL06,Relationship Assessment,4
R021,REL07,Relationship Assessment,3
R022,DIV01,Workforce Diversity,5
R022,DIV02,Workforce Diversity,2
R022,DIV03,Workforce Diversity,5
R022,DIV04,Workforce Diversity,5
R022,DIV05,Workforce Diversity,1
R022,DIV06,Workforce Diversity,5
R022,DIV07,Workforce Diversity,5
R022,DIV08,Workforce Diversity,1
R022,DIV09,Workforce Diversity,2
R022,INC01,Inclusion Practices,5
R022,INC02,Inclusion Practices,5
R022,INC03,Inclusion Practices,5
R022,INC04,Inclusion Practices,5
R022,INC05,Inclusion Practices,5
R022,INC06,Inclusion Practices,5
R022,INC07,Inclusion Practices,5
R022,INC08,Inclusion Practices,5
R022,INC09,Inclusion Practices,5
R022,INC10,Inclusion Practices,5
R022,PERF01,Organizational Performance,2
R022,PERF02,Organizational Performance,5
R022,PERF03,Organizational Performance,5
R022,PERF04,Organizational Performance,5
R022,PERF05,Organizational Performance,5
R022,PERF06,Organizational Performance,5
R022,PERF07,Organizational Performance,5
R022,PERF08,Organizational Performance,5
R022,PERF09,Organizational Performance,5
R022,PERF10,Organizational Performance,5
R022,PERF11,Organizational Performance,5
R022,REL01,Relationship Assessment,4
R022,REL02,Relationship Assessment,5
R022,REL03,Relationship Assessment,5
R022,REL04,Relationship Assessment,4
R022,REL05,Relationship Assessment,5
R022,REL06,Relationship Assessment,5
R022,REL07,Relationship Assessment,2
R023,DIV01,Workforce Diversity,5
R023,DIV02,Workforce Diversity,4
R023,DIV03,Workforce Diversity,4
R023,DIV04,Workforce Diversity,4
R023,DIV05,Workforce Diversity,4
R023,DIV06,Workforce Diversity,5
R023,DIV07,Workforce Diversity,5
R023,DIV08,Workforce Diversity,3
R023,DIV09,Workforce Diversity,5
R023,INC01,Inclusion Practices,4
R023,INC02,Inclusion Practices,5
R023,INC03,Inclusion Practices,4
R023,INC04,Inclusion Practices,4
R023,INC05,Inclusion Practices,5
R023,INC06,Inclusion Practices,4
R023,INC07,Inclusion Practices,4
R023,INC08,Inclusion Practices,5
R023,INC09,Inclusion Practices,5
R023,INC10,Inclusion Practices,4
R023,PERF01,Organizational Performance,4
R023,PERF02,Organizational Performance,5
R023,PERF03,Organizational Performance,5
R023,PERF04,Organizational Performance,4
R023,PERF05,Organizational Performance,4
R023,PERF06,Organizational Performance,5
R023,PERF07,Organizational Performance,5
R023,PERF08,Organizational Performance,4
R023,PERF09,Organizational Performance,4
R023,PERF10,Organizational Performance,4
R023,PERF11,Organizational Performance,5
R023,REL01,Relationship Assessment,5
R023,REL02,Relationship Assessment,4
R023,REL03,Relationship Assessment,4
R023,REL04,Relationship Assessment,5
R023,REL05,Relationship Assessment,4
R023,REL06,Relationship Assessment,5
R023,REL07,Relationship Assessment,5
R024,DIV01,Workforce Diversity,4
R024,DIV02,Workforce Diversity,4
R024,DIV03,Workforce Diversity,4
R024,DIV04,Workforce Diversity,4
R024,DIV05,Workforce Diversity,4
R024,DIV06,Workforce Diversity,3
R024,DIV07,Workforce Diversity,4
R024,DIV08,Workforce Diversity,2
R024,DIV09,Workforce Diversity,4
R024,INC01,Inclusion Practices,3
R024,INC02,Inclusion Practices,4
R024,INC03,Inclusion Practices,3
R024,INC04,Inclusion Practices,4
R024,INC05,Inclusion Practices,4
R024,INC06,Inclusion Practices,4
R024,INC07,Inclusion Practices,4
R024,INC08,Inclusion Practices,4
R024,INC09,Inclusion Practices,4
R024,INC10,Inclusion Practices,4
R024,PERF01,Organizational Performance,3
R024,PERF02,Organizational Performance,4
R024,PERF03,Organizational Performance,4
R024,PERF04,Organizational Performance,4
R024,PERF05,Organizational Performance,4
R024,PERF06,Organizational Performance,5
R024,PERF07,Organizational Performance,5
R024,PERF08,Organizational Performance,5
R024,PERF09,Organizational Performance,4
R024,PERF10,Organizational Performance,5
R024,PERF11,Organizational Performance,5
R024,REL01,Relationship Assessment,4
R024,REL02,Relationship Assessment,4
R024,REL03,Relationship Assessment,4
R024,REL04,Relationship Assessment,3
R024,REL05,Relationship Assessment,4
R024,REL06,Relationship Assessment,4
R024,REL07,Relationship Assessment,4
R025,DIV01,Workforce Diversity,5
R025,DIV02,Workforce Diversity,5
R025,DIV03,Workforce Diversity,5
R025,DIV04,Workforce Diversity,5
R025,DIV05,Workforce Diversity,5
R025,DIV06,Workforce Diversity,4
R025,DIV07,Workforce Diversity,4
R025,DIV08,Workforce Diversity,3
R025,DIV09,Workforce Diversity,4
R025,INC01,Inclusion Practices,4
R025,INC02,Inclusion Practices,4
R025,INC03,Inclusion Practices,4
R025,INC04,Inclusion Practices,4
R025,INC05,Inclusion Practices,4
R025,INC06,Inclusion Practices,3
R025,INC07,Inclusion Practices,3
R025,INC08,Inclusion Practices,4
R025,INC09,Inclusion Practices,3
R025,INC10,Inclusion Practices,4
R025,PERF01,Organizational Performance,3
R025,PERF02,Organizational Performance,4
R025,PERF03,Organizational Performance,5
R025,PERF04,Organizational Performance,4
R025,PERF05,Organizational Performance,3
R025,PERF06,Organizational Performance,4
R025,PERF07,Organizational Performance,5
R025,PERF08,Organizational Performance,4
R025,PERF09,Organizational Performance,3
R025,PERF10,Organizational Performance,4
R025,PERF11,Organizational Performance,4
R025,REL01,Relationship Assessment,4
R025,REL02,Relationship Assessment,4
R025,REL03,Relationship Assessment,4
R025,REL04,Relationship Assessment,4
R025,REL05,Relationship Assessment,4
R025,REL06,Relationship Assessment,4
R025,REL07,Relationship Assessment,4
R026,DIV01,Workforce Diversity,5
R026,DIV02,Workforce Diversity,5
R026,DIV03,Workforce Diversity,4
R026,DIV04,Workforce Diversity,2
R026,DIV05,Workforce Diversity,5
R026,DIV06,Workforce Diversity,5
R026,DIV07,Workforce Diversity,4
R026,DIV08,Workforce Diversity,4
R026,DIV09,Workforce Diversity,5
R026,INC01,Inclusion Practices,4
R026,INC02,Inclusion Practices,4
R026,INC03,Inclusion Practices,5
R026,INC04,Inclusion Practices,4
R026,INC05,Inclusion Practices,5
R026,INC06,Inclusion Practices,4
R026,INC07,Inclusion Practices,4
R026,INC08,Inclusion Practices,5
R026,INC09,Inclusion Practices,5
R026,INC10,Inclusion Practices,5
R026,PERF01,Organizational Performance,4
R026,PERF02,Organizational Performance,4
R026,PERF03,Organizational Performance,5
R026,PERF04,Organizational Performance,5
R026,PERF05,Organizational Performance,4
R026,PERF06,Organizational Performance,5
R026,PERF07,Organizational Performance,5
R026,PERF08,Organizational Performance,5
R026,PERF09,Organizational Performance,5
R026,PERF10,Organizational Performance,4
R026,PERF11,Organizational Performance,4
R026,REL01,Relationship Assessment,4
R026,REL02,Relationship Assessment,5
R026,REL03,Relationship Assessment,5
R026,REL04,Relationship Assessment,5
R026,REL05,Relationship Assessment,5
R026,REL06,Relationship Assessment,5
R026,REL07,Relationship Assessment,3
R027,DIV01,Workforce Diversity,4
R027,DIV02,Workforce Diversity,4
R027,DIV03,Workforce Diversity,5
R027,DIV04,Workforce Diversity,5
R027,DIV05,Workforce Diversity,4
R027,DIV06,Workforce Diversity,5
R027,DIV07,Workforce Diversity,4
R027,DIV08,Workforce Diversity,1
R027,DIV09,Workforce Diversity,4
R027,INC01,Inclusion Practices,4
R027,INC02,Inclusion Practices,4
R027,INC03,Inclusion Practices,3
R027,INC04,Inclusion Practices,4
R027,INC05,Inclusion Practices,4
R027,INC06,Inclusion Practices,4
R027,INC07,Inclusion Practices,4
R027,INC08,Inclusion Practices,5
R027,INC09,Inclusion Practices,5
R027,INC10,Inclusion Practices,4
R027,PERF01,Organizational Performance,4
R027,PERF02,Organizational Performance,4
R027,PERF03,Organizational Performance,4
R027,PERF04,Organizational Performance,4
R027,PERF05,Organizational Performance,4
R027,PERF06,Organizational Performance,4
R027,PERF07,Organizational Performance,5
R027,PERF08,Organizational Performance,3
R027,PERF09,Organizational Performance,4
R027,PERF10,Organizational Performance,4
R027,PERF11,Organizational Performance,2
R027,REL01,Relationship Assessment,4
R027,REL02,Relationship Assessment,4
R027,REL03,Relationship Assessment,4
R027,REL04,Relationship Assessment,4
R027,REL05,Relationship Assessment,4
R027,REL06,Relationship Assessment,5
R027,REL07,Relationship Assessment,4
R028,DIV01,Workforce Diversity,4
R028,DIV02,Workforce Diversity,4
R028,DIV03,Workforce Diversity,4
R028,DIV04,Workforce Diversity,4
R028,DIV05,Workforce Diversity,4
R028,DIV06,Workforce Diversity,4
R028,DIV07,Workforce Diversity,4
R028,DIV08,Workforce Diversity,2
R028,DIV09,Workforce Diversity,4
R028,INC01,Inclusion Practices,3
R028,INC02,Inclusion Practices,4
R028,INC03,Inclusion Practices,4
R028,INC04,Inclusion Practices,4
R028,INC05,Inclusion Practices,4
R028,INC06,Inclusion Practices,4
R028,INC07,Inclusion Practices,4
R028,INC08,Inclusion Practices,5
R028,INC09,Inclusion Practices,5
R028,INC10,Inclusion Practices,5
R028,PERF01,Organizational Performance,2
R028,PERF02,Organizational Performance,5
R028,PERF03,Organizational Performance,5
R028,PERF04,Organizational Performance,5
R028,PERF05,Organizational Performance,4
R028,PERF06,Organizational Performance,5
R028,PERF07,Organizational Performance,5
R028,PERF08,Organizational Performance,4
R028,PERF09,Organizational Performance,5
R028,PERF10,Organizational Performance,5
R028,PERF11,Organizational Performance,5
R028,REL01,Relationship Assessment,4
R028,REL02,Relationship Assessment,4
R028,REL03,Relationship Assessment,5
R028,REL04,Relationship Assessment,2
R028,REL05,Relationship Assessment,3
R028,REL06,Relationship Assessment,5
R028,REL07,Relationship Assessment,4
R029,DIV01,Workforce Diversity,5
R029,DIV02,Workforce Diversity,4
R029,DIV03,Workforce Diversity,4
R029,DIV04,Workforce Diversity,5
R029,DIV05,Workforce Diversity,4
R029,DIV06,Workforce Diversity,4
R029,DIV07,Workforce Diversity,4
R029,DIV08,Workforce Diversity,2
R029,DIV09,Workforce Diversity,4
R029,INC01,Inclusion Practices,4
R029,INC02,Inclusion Practices,4
R029,INC03,Inclusion Practices,4
R029,INC04,Inclusion Practices,4
R029,INC05,Inclusion Practices,4
R029,INC06,Inclusion Practices,4
R029,INC07,Inclusion Practices,4
R029,INC08,Inclusion Practices,5
R029,INC09,Inclusion Practices,5
R029,INC10,Inclusion Practices,2
R029,PERF01,Organizational Performance,4
R029,PERF02,Organizational Performance,4
R029,PERF03,Organizational Performance,4
R029,PERF04,Organizational Performance,5
R029,PERF05,Organizational Performance,4
R029,PERF06,Organizational Performance,4
R029,PERF07,Organizational Performance,5
R029,PERF08,Organizational Performance,5
R029,PERF09,Organizational Performance,4
R029,PERF10,Organizational Performance,4
R029,PERF11,Organizational Performance,5
R029,REL01,Relationship Assessment,5
R029,REL02,Relationship Assessment,4
R029,REL03,Relationship Assessment,4
R029,REL04,Relationship Assessment,4
R029,REL05,Relationship Assessment,4
R029,REL06,Relationship Assessment,4
R029,REL07,Relationship Assessment,4
R030,DIV01,Workforce Diversity,5
R030,DIV02,Workforce Diversity,5
R030,DIV03,Workforce Diversity,5
R030,DIV04,Workforce Diversity,5
R030,DIV05,Workforce Diversity,5
R030,DIV06,Workforce Diversity,5
R030,DIV07,Workforce Diversity,5
R030,DIV08,Workforce Diversity,3
R030,DIV09,Workforce Diversity,5
R030,INC01,Inclusion Practices,5
R030,INC02,Inclusion Practices,5
R030,INC03,Inclusion Practices,5
R030,INC04,Inclusion Practices,5
R030,INC05,Inclusion Practices,5
R030,INC06,Inclusion Practices,5
R030,INC07,Inclusion Practices,5
R030,INC08,Inclusion Practices,5
R030,INC09,Inclusion Practices,5
R030,INC10,Inclusion Practices,5
R030,PERF01,Organizational Performance,5
R030,PERF02,Organizational Performance,5
R030,PERF03,Organizational Performance,5
R030,PERF04,Organizational Performance,5
R030,PERF05,Organizational Performance,5
R030,PERF06,Organizational Performance,5
R030,PERF07,Organizational Performance,5
R030,PERF08,Organizational Performance,5
R030,PERF09,Organizational Performance,5
R030,PERF10,Organizational Performance,5
R030,PERF11,Organizational Performance,5
R030,REL01,Relationship Assessment,5
R030,REL02,Relationship Assessment,5
R030,REL03,Relationship Assessment,5
R030,REL04,Relationship Assessment,5
R030,REL05,Relationship Assessment,5
R030,REL06,Relationship Assessment,5
R030,REL07,Relationship Assessment,5
R031,DIV01,Workforce Diversity,5
R031,DIV02,Workforce Diversity,5
R031,DIV03,Workforce Diversity,5
R031,DIV04,Workforce Diversity,5
R031,DIV05,Workforce Diversity,5
R031,DIV06,Workforce Diversity,5
R031,DIV07,Workforce Diversity,5
R031,DIV08,Workforce Diversity,2
R031,DIV09,Workforce Diversity,4
R031,INC01,Inclusion Practices,4
R031,INC02,Inclusion Practices,5
R031,INC03,Inclusion Practices,5
R031,INC04,Inclusion Practices,4
R031,INC05,Inclusion Practices,4
R031,INC06,Inclusion Practices,4
R031,INC07,Inclusion Practices,5
R031,INC08,Inclusion Practices,5
R031,INC09,Inclusion Practices,5
R031,INC10,Inclusion Practices,5
R031,PERF01,Organizational Performance,4
R031,PERF02,Organizational Performance,5
R031,PERF03,Organizational Performance,5
R031,PERF04,Organizational Performance,5
R031,PERF05,Organizational Performance,4
R031,PERF06,Organizational Performance,4
R031,PERF07,Organizational Performance,5
R031,PERF08,Organizational Performance,5
R031,PERF09,Organizational Performance,5
R031,PERF10,Organizational Performance,4
R031,PERF11,Organizational Performance,5
R031,REL01,Relationship Assessment,4
R031,REL02,Relationship Assessment,5
R031,REL03,Relationship Assessment,4
R031,REL04,Relationship Assessment,2
R031,REL05,Relationship Assessment,5
R031,REL06,Relationship Assessment,5
R031,REL07,Relationship Assessment,5
R032,DIV01,Workforce Diversity,5
R032,DIV02,Workforce Diversity,5
R032,DIV03,Workforce Diversity,5
R032,DIV04,Workforce Diversity,5
R032,DIV05,Workforce Diversity,5
R032,DIV06,Workforce Diversity,5
R032,DIV07,Workforce Diversity,5
R032,DIV08,Workforce Diversity,2
R032,DIV09,Workforce Diversity,5
R032,INC01,Inclusion Practices,4
R032,INC02,Inclusion Practices,5
R032,INC03,Inclusion Practices,5
R032,INC04,Inclusion Practices,5
R032,INC05,Inclusion Practices,5
R032,INC06,Inclusion Practices,5
R032,INC07,Inclusion Practices,5
R032,INC08,Inclusion Practices,5
R032,INC09,Inclusion Practices,5
R032,INC10,Inclusion Practices,5
R032,PERF01,Organizational Performance,5
R032,PERF02,Organizational Performance,5
R032,PERF03,Organizational Performance,5
R032,PERF04,Organizational Performance,5
R032,PERF05,Organizational Performance,5
R032,PERF06,Organizational Performance,5
R032,PERF07,Organizational Performance,5
R032,PERF08,Organizational Performance,5
R032,PERF09,Organizational Performance,5
R032,PERF10,Organizational Performance,5
R032,PERF11,Organizational Performance,5
R032,REL01,Relationship Assessment,5
R032,REL02,Relationship Assessment,5
R032,REL03,Relationship Assessment,4
R032,REL04,Relationship Assessment,4
R032,REL05,Relationship Assessment,5
R032,REL06,Relationship Assessment,5
R032,REL07,Relationship Assessment,5
R033,DIV01,Workforce Diversity,3
R033,DIV02,Workforce Diversity,5
R033,DIV03,Workforce Diversity,5
R033,DIV04,Workforce Diversity,5
R033,DIV05,Workforce Diversity,4
R033,DIV06,Workforce Diversity,4
R033,DIV07,Workforce Diversity,4
R033,DIV08,Workforce Diversity,2
R033,DIV09,Workforce Diversity,4
R033,INC01,Inclusion Practices,4
R033,INC02,Inclusion Practices,5
R033,INC03,Inclusion Practices,4
R033,INC04,Inclusion Practices,4
R033,INC05,Inclusion Practices,4
R033,INC06,Inclusion Practices,3
R033,INC07,Inclusion Practices,4
R033,INC08,Inclusion Practices,4
R033,INC09,Inclusion Practices,4
R033,INC10,Inclusion Practices,3
R033,PERF01,Organizational Performance,4
R033,PERF02,Organizational Performance,4
R033,PERF03,Organizational Performance,4
R033,PERF04,Organizational Performance,4
R033,PERF05,Organizational Performance,4
R033,PERF06,Organizational Performance,4
R033,PERF07,Organizational Performance,4
R033,PERF08,Organizational Performance,4
R033,PERF09,Organizational Performance,3
R033,PERF10,Organizational Performance,4
R033,PERF11,Organizational Performance,3
R033,REL01,Relationship Assessment,4
R033,REL02,Relationship Assessment,4
R033,REL03,Relationship Assessment,4
R033,REL04,Relationship Assessment,3
R033,REL05,Relationship Assessment,4
R033,REL06,Relationship Assessment,4
R033,REL07,Relationship Assessment,4
R034,DIV01,Workforce Diversity,4
R034,DIV02,Workforce Diversity,4
R034,DIV03,Workforce Diversity,5
R034,DIV04,Workforce Diversity,4
R034,DIV05,Workforce Diversity,5
R034,DIV06,Workforce Diversity,5
R034,DIV07,Workforce Diversity,4
R034,DIV08,Workforce Diversity,3
R034,DIV09,Workforce Diversity,4
R034,INC01,Inclusion Practices,4
R034,INC02,Inclusion Practices,5
R034,INC03,Inclusion Practices,5
R034,INC04,Inclusion Practices,5
R034,INC05,Inclusion Practices,4
R034,INC06,Inclusion Practices,4
R034,INC07,Inclusion Practices,5
R034,INC08,Inclusion Practices,4
R034,INC09,Inclusion Practices,5
R034,INC10,Inclusion Practices,5
R034,PERF01,Organizational Performance,4
R034,PERF02,Organizational Performance,4
R034,PERF03,Organizational Performance,4
R034,PERF04,Organizational Performance,4
R034,PERF05,Organizational Performance,5
R034,PERF06,Organizational Performance,5
R034,PERF07,Organizational Performance,5
R034,PERF08,Organizational Performance,5
R034,PERF09,Organizational Performance,5
R034,PERF10,Organizational Performance,4
R034,PERF11,Organizational Performance,5
R034,REL01,Relationship Assessment,4
R034,REL02,Relationship Assessment,5
R034,REL03,Relationship Assessment,5
R034,REL04,Relationship Assessment,4
R034,REL05,Relationship Assessment,5
R034,REL06,Relationship Assessment,5
R034,REL07,Relationship Assessment,4
R035,DIV01,Workforce Diversity,4
R035,DIV02,Workforce Diversity,2
R035,DIV03,Workforce Diversity,4
R035,DIV04,Workforce Diversity,4
R035,DIV05,Workforce Diversity,4
R035,DIV06,Workforce Diversity,4
R035,DIV07,Workforce Diversity,4
R035,DIV08,Workforce Diversity,2
R035,DIV09,Workforce Diversity,4
R035,INC01,Inclusion Practices,4
R035,INC02,Inclusion Practices,2
R035,INC03,Inclusion Practices,2
R035,INC04,Inclusion Practices,2
R035,INC05,Inclusion Practices,2
R035,INC06,Inclusion Practices,1
R035,INC07,Inclusion Practices,2
R035,INC08,Inclusion Practices,2
R035,INC09,Inclusion Practices,2
R035,INC10,Inclusion Practices,2
R035,PERF01,Organizational Performance,2
R035,PERF02,Organizational Performance,4
R035,PERF03,Organizational Performance,2
R035,PERF04,Organizational Performance,2
R035,PERF05,Organizational Performance,2
R035,PERF06,Organizational Performance,4
R035,PERF07,Organizational Performance,4
R035,PERF08,Organizational Performance,2
R035,PERF09,Organizational Performance,2
R035,PERF10,Organizational Performance,2
R035,PERF11,Organizational Performance,2
R035,REL01,Relationship Assessment,3
R035,REL02,Relationship Assessment,2
R035,REL03,Relationship Assessment,3
R035,REL04,Relationship Assessment,2
R035,REL05,Relationship Assessment,4
R035,REL06,Relationship Assessment,3
R035,REL07,Relationship Assessment,1
R036,DIV01,Workforce Diversity,5
R036,DIV02,Workforce Diversity,5
R036,DIV03,Workforce Diversity,5
R036,DIV04,Workforce Diversity,5
R036,DIV05,Workforce Diversity,5
R036,DIV06,Workforce Diversity,5
R036,DIV07,Workforce Diversity,4
R036,DIV08,Workforce Diversity,2
R036,DIV09,Workforce Diversity,4
R036,INC01,Inclusion Practices,4
R036,INC02,Inclusion Practices,4
R036,INC03,Inclusion Practices,4
R036,INC04,Inclusion Practices,4
R036,INC05,Inclusion Practices,3
R036,INC06,Inclusion Practices,4
R036,INC07,Inclusion Practices,4
R036,INC08,Inclusion Practices,4
R036,INC09,Inclusion Practices,4
R036,INC10,Inclusion Practices,4
R036,PERF01,Organizational Performance,2
R036,PERF02,Organizational Performance,5
R036,PERF03,Organizational Performance,4
R036,PERF04,Organizational Performance,4
R036,PERF05,Organizational Performance,3
R036,PERF06,Organizational Performance,5
R036,PERF07,Organizational Performance,5
R036,PERF08,Organizational Performance,4
R036,PERF09,Organizational Performance,4
R036,PERF10,Organizational Performance,4
R036,PERF11,Organizational Performance,5
R036,REL01,Relationship Assessment,4
R036,REL02,Relationship Assessment,4
R036,REL03,Relationship Assessment,3
R036,REL04,Relationship Assessment,2
R036,REL05,Relationship Assessment,4
R036,REL06,Relationship Assessment,4
R036,REL07,Relationship Assessment,4
R037,DIV01,Workforce Diversity,4
R037,DIV02,Workforce Diversity,4
R037,DIV03,Workforce Diversity,4
R037,DIV04,Workforce Diversity,4
R037,DIV05,Workforce Diversity,4
R037,DIV06,Workforce Diversity,4
R037,DIV07,Workforce Diversity,4
R037,DIV08,Workforce Diversity,2
R037,DIV09,Workforce Diversity,4
R037,INC01,Inclusion Practices,4
R037,INC02,Inclusion Practices,4
R037,INC03,Inclusion Practices,4
R037,INC04,Inclusion Practices,4
R037,INC05,Inclusion Practices,4
R037,INC06,Inclusion Practices,4
R037,INC07,Inclusion Practices,4
R037,INC08,Inclusion Practices,4
R037,INC09,Inclusion Practices,4
R037,INC10,Inclusion Practices,4
R037,PERF01,Organizational Performance,4
R037,PERF02,Organizational Performance,4
R037,PERF03,Organizational Performance,4
R037,PERF04,Organizational Performance,4
R037,PERF05,Organizational Performance,4
R037,PERF06,Organizational Performance,4
R037,PERF07,Organizational Performance,4
R037,PERF08,Organizational Performance,4
R037,PERF09,Organizational Performance,4
R037,PERF10,Organizational Performance,4
R037,PERF11,Organizational Performance,4
R037,REL01,Relationship Assessment,4
R037,REL02,Relationship Assessment,4
R037,REL03,Relationship Assessment,4
R037,REL04,Relationship Assessment,4
R037,REL05,Relationship Assessment,4
R037,REL06,Relationship Assessment,4
R037,REL07,Relationship Assessment,4
R038,DIV01,Workforce Diversity,4
R038,DIV02,Workforce Diversity,4
R038,DIV03,Workforce Diversity,4
R038,DIV04,Workforce Diversity,4
R038,DIV05,Workforce Diversity,4
R038,DIV06,Workforce Diversity,4
R038,DIV07,Workforce Diversity,4
R038,DIV08,Workforce Diversity,2
R038,DIV09,Workforce Diversity,4
R038,INC01,Inclusion Practices,4
R038,INC02,Inclusion Practices,4
R038,INC03,Inclusion Practices,4
R038,INC04,Inclusion Practices,4
R038,INC05,Inclusion Practices,4
R038,INC06,Inclusion Practices,4
R038,INC07,Inclusion Practices,4
R038,INC08,Inclusion Practices,4
R038,INC09,Inclusion Practices,4
R038,INC10,Inclusion Practices,4
R038,PERF01,Organizational Performance,2
R038,PERF02,Organizational Performance,4
R038,PERF03,Organizational Performance,4
R038,PERF04,Organizational Performance,4
R038,PERF05,Organizational Performance,4
R038,PERF06,Organizational Performance,4
R038,PERF07,Organizational Performance,4
R038,PERF08,Organizational Performance,4
R038,PERF09,Organizational Performance,4
R038,PERF10,Organizational Performance,4
R038,PERF11,Organizational Performance,4
R038,REL01,Relationship Assessment,4
R038,REL02,Relationship Assessment,4
R038,REL03,Relationship Assessment,5
R038,REL04,Relationship Assessment,2
R038,REL05,Relationship Assessment,2
R038,REL06,Relationship Assessment,5
R038,REL07,Relationship Assessment,5
R039,DIV01,Workforce Diversity,5
R039,DIV02,Workforce Diversity,4
R039,DIV03,Workforce Diversity,4
R039,DIV04,Workforce Diversity,4
R039,DIV05,Workforce Diversity,4
R039,DIV06,Workforce Diversity,4
R039,DIV07,Workforce Diversity,4
R039,DIV08,Workforce Diversity,2
R039,DIV09,Workforce Diversity,4
R039,INC01,Inclusion Practices,4
R039,INC02,Inclusion Practices,4
R039,INC03,Inclusion Practices,4
R039,INC04,Inclusion Practices,4
R039,INC05,Inclusion Practices,4
R039,INC06,Inclusion Practices,4
R039,INC07,Inclusion Practices,4
R039,INC08,Inclusion Practices,4
R039,INC09,Inclusion Practices,4
R039,INC10,Inclusion Practices,4
R039,PERF01,Organizational Performance,2
R039,PERF02,Organizational Performance,4
R039,PERF03,Organizational Performance,4
R039,PERF04,Organizational Performance,4
R039,PERF05,Organizational Performance,4
R039,PERF06,Organizational Performance,4
R039,PERF07,Organizational Performance,4
R039,PERF08,Organizational Performance,4
R039,PERF09,Organizational Performance,4
R039,PERF10,Organizational Performance,4
R039,PERF11,Organizational Performance,4
R039,REL01,Relationship Assessment,4
R039,REL02,Relationship Assessment,4
R039,REL03,Relationship Assessment,4
R039,REL04,Relationship Assessment,4
R039,REL05,Relationship Assessment,4
R039,REL06,Relationship Assessment,4
R039,REL07,Relationship Assessment,4
R040,DIV01,Workforce Diversity,4
R040,DIV02,Workforce Diversity,5
R040,DIV03,Workforce Diversity,2
R040,DIV04,Workforce Diversity,4
R040,DIV05,Workforce Diversity,5
R040,DIV06,Workforce Diversity,5
R040,DIV07,Workforce Diversity,5
R040,DIV08,Workforce Diversity,5
R040,DIV09,Workforce Diversity,4
R040,INC01,Inclusion Practices,4
R040,INC02,Inclusion Practices,5
R040,INC03,Inclusion Practices,4
R040,INC04,Inclusion Practices,5
R040,INC05,Inclusion Practices,5
R040,INC06,Inclusion Practices,4
R040,INC07,Inclusion Practices,4
R040,INC08,Inclusion Practices,4
R040,INC09,Inclusion Practices,5
R040,INC10,Inclusion Practices,4
R040,PERF01,Organizational Performance,4
R040,PERF02,Organizational Performance,5
R040,PERF03,Organizational Performance,4
R040,PERF04,Organizational Performance,5
R040,PERF05,Organizational Performance,5
R040,PERF06,Organizational Performance,2
R040,PERF07,Organizational Performance,2
R040,PERF08,Organizational Performance,4
R040,PERF09,Organizational Performance,5
R040,PERF10,Organizational Performance,5
R040,PERF11,Organizational Performance,4
R040,REL01,Relationship Assessment,4
R040,REL02,Relationship Assessment,5
R040,REL03,Relationship Assessment,4
R040,REL04,Relationship Assessment,5
R040,REL05,Relationship Assessment,3
R040,REL06,Relationship Assessment,5
R040,REL07,Relationship Assessment,4
R041,DIV01,Workforce Diversity,5
R041,DIV02,Workforce Diversity,5
R041,DIV03,Workforce Diversity,5
R041,DIV04,Workforce Diversity,5
R041,DIV05,Workforce Diversity,4
R041,DIV06,Workforce Diversity,5
R041,DIV07,Workforce Diversity,4
R041,DIV08,Workforce Diversity,4
R041,DIV09,Workforce Diversity,5
R041,INC01,Inclusion Practices,4
R041,INC02,Inclusion Practices,5
R041,INC03,Inclusion Practices,4
R041,INC04,Inclusion Practices,5
R041,INC05,Inclusion Practices,2
R041,INC06,Inclusion Practices,4
R041,INC07,Inclusion Practices,5
R041,INC08,Inclusion Practices,5
R041,INC09,Inclusion Practices,4
R041,INC10,Inclusion Practices,4
R041,PERF01,Organizational Performance,4
R041,PERF02,Organizational Performance,4
R041,PERF03,Organizational Performance,5
R041,PERF04,Organizational Performance,4
R041,PERF05,Organizational Performance,5
R041,PERF06,Organizational Performance,3
R041,PERF07,Organizational Performance,4
R041,PERF08,Organizational Performance,4
R041,PERF09,Organizational Performance,5
R041,PERF10,Organizational Performance,5
R041,PERF11,Organizational Performance,5
R041,REL01,Relationship Assessment,4
R041,REL02,Relationship Assessment,4
R041,REL03,Relationship Assessment,3
R041,REL04,Relationship Assessment,4
R041,REL05,Relationship Assessment,5
R041,REL06,Relationship Assessment,4
R041,REL07,Relationship Assessment,4
R042,DIV01,Workforce Diversity,4
R042,DIV02,Workforce Diversity,3
R042,DIV03,Workforce Diversity,5
R042,DIV04,Workforce Diversity,4
R042,DIV05,Workforce Diversity,4
R042,DIV06,Workforce Diversity,5
R042,DIV07,Workforce Diversity,5
R042,DIV08,Workforce Diversity,5
R042,DIV09,Workforce Diversity,5
R042,INC01,Inclusion Practices,3
R042,INC02,Inclusion Practices,4
R042,INC03,Inclusion Practices,4
R042,INC04,Inclusion Practices,3
R042,INC05,Inclusion Practices,4
